f_S[GHz],real(Zin),imag(Zin)
-7.19,9.20E-03,10.995957
-7.18,9.22E-03,11.011357
-7.17,9.24E-03,11.0268
-7.16,9.25E-03,11.042286
-7.15,9.27E-03,11.057816
-7.14,9.29E-03,11.07339
-7.13,9.31E-03,11.089008
-7.12,9.33E-03,11.10467
-7.11,9.35E-03,11.120377
-7.1,9.37E-03,11.136128
-7.09,9.39E-03,11.151924
-7.08,9.41E-03,11.167766
-7.07,9.43E-03,11.183652
-7.06,9.45E-03,11.199584
-7.05,9.47E-03,11.215562
-7.04,9.49E-03,11.231585
-7.03,9.51E-03,11.247654
-7.02,9.53E-03,11.26377
-7.01,9.55E-03,11.279932
-7,9.57E-03,11.29614
-6.99,9.59E-03,11.312396
-6.98,9.61E-03,11.328698
-6.97,9.63E-03,11.345048
-6.96,9.65E-03,11.361445
-6.95,9.67E-03,11.377889
-6.94,9.69E-03,11.394382
-6.93,9.71E-03,11.410923
-6.92,9.73E-03,11.427511
-6.91,9.75E-03,11.444149
-6.9,9.77E-03,11.460835
-6.89,9.80E-03,11.47757
-6.88,9.82E-03,11.494354
-6.87,9.84E-03,11.511187
-6.86,9.86E-03,11.52807
-6.85,9.88E-03,11.545003
-6.84,9.90E-03,11.561986
-6.83,9.92E-03,11.579019
-6.82,9.94E-03,11.596102
-6.81,9.96E-03,11.613236
-6.8,9.98E-03,11.630421
-6.79,1.00E-02,11.647658
-6.78,1.00E-02,11.664945
-6.77,1.00E-02,11.682284
-6.76,1.01E-02,11.699675
-6.75,1.01E-02,11.717118
-6.74,1.01E-02,11.734614
-6.73,1.01E-02,11.752161
-6.72,1.02E-02,11.769762
-6.71,1.02E-02,11.787416
-6.7,1.02E-02,11.805122
-6.69,1.02E-02,11.822883
-6.68,1.02E-02,11.840697
-6.67,1.03E-02,11.858565
-6.66,1.03E-02,11.876487
-6.65,1.03E-02,11.894464
-6.64,1.03E-02,11.912496
-6.63,1.04E-02,11.930582
-6.62,1.04E-02,11.948724
-6.61,1.04E-02,11.966921
-6.6,1.04E-02,11.985174
-6.59,1.04E-02,12.003483
-6.58,1.05E-02,12.021848
-6.57,1.05E-02,12.04027
-6.56,1.05E-02,12.058748
-6.55,1.05E-02,12.077284
-6.54,1.06E-02,12.095877
-6.53,1.06E-02,12.114527
-6.52,1.06E-02,12.133236
-6.51,1.06E-02,12.152002
-6.5,1.07E-02,12.170827
-6.49,1.07E-02,12.18971
-6.48,1.07E-02,12.208653
-6.47,1.07E-02,12.227655
-6.46,1.07E-02,12.246716
-6.45,1.08E-02,12.265837
-6.44,1.08E-02,12.285018
-6.43,1.08E-02,12.304259
-6.42,1.08E-02,12.323561
-6.41,1.09E-02,12.342924
-6.4,1.09E-02,12.362348
-6.39,1.09E-02,12.381834
-6.38,1.09E-02,12.401381
-6.37,1.10E-02,12.420991
-6.36,1.10E-02,12.440663
-6.35,1.10E-02,12.460398
-6.34,1.10E-02,12.480195
-6.33,1.11E-02,12.500056
-6.32,1.11E-02,12.519981
-6.31,1.11E-02,12.53997
-6.3,1.11E-02,12.560022
-6.29,1.12E-02,12.58014
-6.28,1.12E-02,12.600322
-6.27,1.12E-02,12.620569
-6.26,1.12E-02,12.640882
-6.25,1.13E-02,12.661261
-6.24,1.13E-02,12.681706
-6.23,1.13E-02,12.702217
-6.22,1.13E-02,12.722795
-6.21,1.14E-02,12.74344
-6.2,1.14E-02,12.764153
-6.19,1.14E-02,12.784933
-6.18,1.14E-02,12.805781
-6.17,1.15E-02,12.826698
-6.16,1.15E-02,12.847684
-6.15,1.15E-02,12.868739
-6.14,1.15E-02,12.889863
-6.13,1.16E-02,12.911057
-6.12,1.16E-02,12.932322
-6.11,1.16E-02,12.953657
-6.1,1.16E-02,12.975062
-6.09,1.17E-02,12.996539
-6.08,1.17E-02,13.018088
-6.07,1.17E-02,13.039708
-6.06,1.17E-02,13.061401
-6.05,1.18E-02,13.083167
-6.04,1.18E-02,13.105005
-6.03,1.18E-02,13.126917
-6.02,1.18E-02,13.148903
-6.01,1.19E-02,13.170963
-6,1.19E-02,13.193097
-5.99,1.19E-02,13.215307
-5.98,1.19E-02,13.237591
-5.97,1.20E-02,13.259952
-5.96,1.20E-02,13.282388
-5.95,1.20E-02,13.304901
-5.94,1.21E-02,13.327491
-5.93,1.21E-02,13.350158
-5.92,1.21E-02,13.372903
-5.91,1.21E-02,13.395726
-5.9,1.22E-02,13.418627
-5.89,1.22E-02,13.441608
-5.88,1.22E-02,13.464667
-5.87,1.22E-02,13.487807
-5.86,1.23E-02,13.511026
-5.85,1.23E-02,13.534326
-5.84,1.23E-02,13.557707
-5.83,1.24E-02,13.581169
-5.82,1.24E-02,13.604713
-5.81,1.24E-02,13.62834
-5.8,1.24E-02,13.652049
-5.79,1.25E-02,13.675841
-5.78,1.25E-02,13.699717
-5.77,1.25E-02,13.723677
-5.76,1.26E-02,13.747721
-5.75,1.26E-02,13.771851
-5.74,1.26E-02,13.796065
-5.73,1.26E-02,13.820366
-5.72,1.27E-02,13.844753
-5.71,1.27E-02,13.869226
-5.7,1.27E-02,13.893787
-5.69,1.28E-02,13.918435
-5.68,1.28E-02,13.943172
-5.67,1.28E-02,13.967997
-5.66,1.28E-02,13.992912
-5.65,1.29E-02,14.017916
-5.64,1.29E-02,14.04301
-5.63,1.29E-02,14.068194
-5.62,1.30E-02,14.09347
-5.61,1.30E-02,14.118838
-5.6,1.30E-02,14.144297
-5.59,1.31E-02,14.169849
-5.58,1.31E-02,14.195494
-5.57,1.31E-02,14.221233
-5.56,1.31E-02,14.247066
-5.55,1.32E-02,14.272994
-5.54,1.32E-02,14.299017
-5.53,1.32E-02,14.325135
-5.52,1.33E-02,14.35135
-5.51,1.33E-02,14.377662
-5.5,1.33E-02,14.404071
-5.49,1.34E-02,14.430577
-5.48,1.34E-02,14.457183
-5.47,1.34E-02,14.483887
-5.46,1.34E-02,14.510691
-5.45,1.35E-02,14.537595
-5.44,1.35E-02,14.564599
-5.43,1.35E-02,14.591705
-5.42,1.36E-02,14.618913
-5.41,1.36E-02,14.646223
-5.4,1.36E-02,14.673636
-5.39,1.37E-02,14.701152
-5.38,1.37E-02,14.728773
-5.37,1.37E-02,14.756498
-5.36,1.38E-02,14.784329
-5.35,1.38E-02,14.812266
-5.34,1.38E-02,14.84031
-5.33,1.39E-02,14.86846
-5.32,1.39E-02,14.896719
-5.31,1.39E-02,14.925086
-5.3,1.40E-02,14.953562
-5.29,1.40E-02,14.982147
-5.28,1.40E-02,15.010844
-5.27,1.41E-02,15.039651
-5.26,1.41E-02,15.06857
-5.25,1.41E-02,15.097601
-5.24,1.42E-02,15.126745
-5.23,1.42E-02,15.156003
-5.22,1.42E-02,15.185375
-5.21,1.43E-02,15.214862
-5.2,1.43E-02,15.244465
-5.19,1.43E-02,15.274184
-5.18,1.44E-02,15.30402
-5.17,1.44E-02,15.333974
-5.16,1.44E-02,15.364047
-5.15,1.45E-02,15.394238
-5.14,1.45E-02,15.42455
-5.13,1.45E-02,15.454982
-5.12,1.46E-02,15.485536
-5.11,1.46E-02,15.516212
-5.1,1.46E-02,15.54701
-5.09,1.47E-02,15.577932
-5.08,1.47E-02,15.608979
-5.07,1.47E-02,15.64015
-5.06,1.48E-02,15.671448
-5.05,1.48E-02,15.702872
-5.04,1.48E-02,15.734424
-5.03,1.49E-02,15.766103
-5.02,1.49E-02,15.797912
-5.01,1.49E-02,15.829851
-5,1.50E-02,15.86192
-4.99,1.50E-02,15.894121
-4.98,1.50E-02,15.926454
-4.97,1.51E-02,15.95892
-4.96,1.51E-02,15.991519
-4.95,1.51E-02,16.024254
-4.94,1.52E-02,16.057124
-4.93,1.52E-02,16.090131
-4.92,1.53E-02,16.123275
-4.91,1.53E-02,16.156557
-4.9,1.53E-02,16.189978
-4.89,1.54E-02,16.223539
-4.88,1.54E-02,16.257241
-4.87,1.54E-02,16.291085
-4.86,1.55E-02,16.325071
-4.85,1.55E-02,16.359201
-4.84,1.55E-02,16.393476
-4.83,1.56E-02,16.427895
-4.82,1.56E-02,16.462461
-4.81,1.57E-02,16.497175
-4.8,1.57E-02,16.532037
-4.79,1.57E-02,16.567048
-4.78,1.58E-02,16.602209
-4.77,1.58E-02,16.637521
-4.76,1.58E-02,16.672986
-4.75,1.59E-02,16.708603
-4.74,1.59E-02,16.744375
-4.73,1.60E-02,16.780302
-4.72,1.60E-02,16.816386
-4.71,1.60E-02,16.852626
-4.7,1.61E-02,16.889025
-4.69,1.61E-02,16.925583
-4.68,1.61E-02,16.962302
-4.67,1.62E-02,16.999182
-4.66,1.62E-02,17.036225
-4.65,1.63E-02,17.073432
-4.64,1.63E-02,17.110803
-4.63,1.63E-02,17.14834
-4.62,1.64E-02,17.186044
-4.61,1.64E-02,17.223917
-4.6,1.65E-02,17.261958
-4.59,1.65E-02,17.300171
-4.58,1.65E-02,17.338554
-4.57,1.66E-02,17.377111
-4.56,1.66E-02,17.415842
-4.55,1.67E-02,17.454748
-4.54,1.67E-02,17.49383
-4.53,1.67E-02,17.53309
-4.52,1.68E-02,17.572529
-4.51,1.68E-02,17.612148
-4.5,1.69E-02,17.651948
-4.49,1.69E-02,17.691931
-4.48,1.69E-02,17.732098
-4.47,1.70E-02,17.77245
-4.46,1.70E-02,17.812989
-4.45,1.71E-02,17.853715
-4.44,1.71E-02,17.894631
-4.43,1.71E-02,17.935738
-4.42,1.72E-02,17.977036
-4.41,1.72E-02,18.018527
-4.4,1.73E-02,18.060214
-4.39,1.73E-02,18.102096
-4.38,1.73E-02,18.144176
-4.37,1.74E-02,18.186454
-4.36,1.74E-02,18.228933
-4.35,1.75E-02,18.271614
-4.34,1.75E-02,18.314498
-4.33,1.75E-02,18.357587
-4.32,1.76E-02,18.400882
-4.31,1.76E-02,18.444385
-4.3,1.77E-02,18.488097
-4.29,1.77E-02,18.532021
-4.28,1.78E-02,18.576156
-4.27,1.78E-02,18.620506
-4.26,1.78E-02,18.665071
-4.25,1.79E-02,18.709853
-4.24,1.79E-02,18.754854
-4.23,1.80E-02,18.800076
-4.22,1.80E-02,18.845519
-4.21,1.81E-02,18.891187
-4.2,1.81E-02,18.93708
-4.19,1.81E-02,18.9832
-4.18,1.82E-02,19.02955
-4.17,1.82E-02,19.07613
-4.16,1.83E-02,19.122942
-4.15,1.83E-02,19.169989
-4.14,1.84E-02,19.217272
-4.13,1.84E-02,19.264792
-4.12,1.85E-02,19.312553
-4.11,1.85E-02,19.360555
-4.1,1.85E-02,19.4088
-4.09,1.86E-02,19.457291
-4.08,1.86E-02,19.50603
-4.07,1.87E-02,19.555017
-4.06,1.87E-02,19.604256
-4.05,1.88E-02,19.653748
-4.04,1.88E-02,19.703495
-4.03,1.89E-02,19.753499
-4.02,1.89E-02,19.803763
-4.01,1.89E-02,19.854288
-4,1.90E-02,19.905077
-3.99,1.90E-02,19.956132
-3.98,1.91E-02,20.007454
-3.97,1.91E-02,20.059046
-3.96,1.92E-02,20.11091
-3.95,1.92E-02,20.163049
-3.94,1.93E-02,20.215464
-3.93,1.93E-02,20.268158
-3.92,1.94E-02,20.321134
-3.91,1.94E-02,20.374392
-3.9,1.94E-02,20.427937
-3.89,1.95E-02,20.48177
-3.88,1.95E-02,20.535894
-3.87,1.96E-02,20.590311
-3.86,1.96E-02,20.645023
-3.85,1.97E-02,20.700034
-3.84,1.97E-02,20.755345
-3.83,1.98E-02,20.810959
-3.82,1.98E-02,20.866879
-3.81,1.99E-02,20.923107
-3.8,1.99E-02,20.979646
-3.79,2.00E-02,21.036499
-3.78,2.00E-02,21.093669
-3.77,2.01E-02,21.151157
-3.76,2.01E-02,21.208968
-3.75,2.01E-02,21.267103
-3.74,2.02E-02,21.325565
-3.73,2.02E-02,21.384358
-3.72,2.03E-02,21.443485
-3.71,2.03E-02,21.502947
-3.7,2.04E-02,21.562749
-3.69,2.04E-02,21.622894
-3.68,2.05E-02,21.683384
-3.67,2.05E-02,21.744222
-3.66,2.06E-02,21.805412
-3.65,2.06E-02,21.866956
-3.64,2.07E-02,21.928859
-3.63,2.07E-02,21.991123
-3.62,2.08E-02,22.053752
-3.61,2.08E-02,22.116749
-3.6,2.09E-02,22.180117
-3.59,2.09E-02,22.243859
-3.58,2.10E-02,22.307981
-3.57,2.10E-02,22.372484
-3.56,2.11E-02,22.437372
-3.55,2.11E-02,22.502649
-3.54,2.12E-02,22.568319
-3.53,2.12E-02,22.634386
-3.52,2.13E-02,22.700853
-3.51,2.13E-02,22.767724
-3.5,2.14E-02,22.835002
-3.49,2.14E-02,22.902693
-3.48,2.15E-02,22.970799
-3.47,2.15E-02,23.039326
-3.46,2.16E-02,23.108276
-3.45,2.16E-02,23.177654
-3.44,2.17E-02,23.247465
-3.43,2.17E-02,23.317712
-3.42,2.18E-02,23.388401
-3.41,2.18E-02,23.459535
-3.4,2.19E-02,23.531118
-3.39,2.19E-02,23.603156
-3.38,2.20E-02,23.675653
-3.37,2.20E-02,23.748613
-3.36,2.21E-02,23.822042
-3.35,2.21E-02,23.895944
-3.34,2.22E-02,23.970324
-3.33,2.22E-02,24.045187
-3.32,2.23E-02,24.120538
-3.31,2.23E-02,24.196382
-3.3,2.24E-02,24.272724
-3.29,2.24E-02,24.34957
-3.28,2.25E-02,24.426925
-3.27,2.25E-02,24.504794
-3.26,2.26E-02,24.583182
-3.25,2.27E-02,24.662096
-3.24,2.27E-02,24.741541
-3.23,2.28E-02,24.821523
-3.22,2.28E-02,24.902047
-3.21,2.29E-02,24.98312
-3.2,2.29E-02,25.064748
-3.19,2.30E-02,25.146937
-3.18,2.30E-02,25.229692
-3.17,2.31E-02,25.313021
-3.16,2.31E-02,25.39693
-3.15,2.32E-02,25.481426
-3.14,2.32E-02,25.566514
-3.13,2.33E-02,25.652203
-3.12,2.33E-02,25.738498
-3.11,2.34E-02,25.825408
-3.1,2.34E-02,25.912938
-3.09,2.35E-02,26.001097
-3.08,2.35E-02,26.089891
-3.07,2.36E-02,26.179329
-3.06,2.37E-02,26.269418
-3.05,2.37E-02,26.360165
-3.04,2.38E-02,26.45158
-3.03,2.38E-02,26.543669
-3.02,2.39E-02,26.636442
-3.01,2.39E-02,26.729906
-3,2.40E-02,26.82407
-2.99,2.40E-02,26.918943
-2.98,2.41E-02,27.014534
-2.97,2.41E-02,27.110851
-2.96,2.42E-02,27.207905
-2.95,2.42E-02,27.305705
-2.94,2.43E-02,27.404259
-2.93,2.44E-02,27.503579
-2.92,2.44E-02,27.603674
-2.91,2.45E-02,27.704554
-2.9,2.45E-02,27.80623
-2.89,2.46E-02,27.908712
-2.88,2.46E-02,28.012011
-2.87,2.47E-02,28.116139
-2.86,2.47E-02,28.221106
-2.85,2.48E-02,28.326925
-2.84,2.48E-02,28.433607
-2.83,2.49E-02,28.541164
-2.82,2.49E-02,28.649609
-2.81,2.50E-02,28.758954
-2.8,2.51E-02,28.869212
-2.79,2.51E-02,28.980397
-2.78,2.52E-02,29.092522
-2.77,2.52E-02,29.205601
-2.76,2.53E-02,29.319648
-2.75,2.53E-02,29.434678
-2.74,2.54E-02,29.550705
-2.73,2.54E-02,29.667745
-2.72,2.55E-02,29.785814
-2.71,2.55E-02,29.904928
-2.7,2.56E-02,30.025102
-2.69,2.57E-02,30.146355
-2.68,2.57E-02,30.268702
-2.67,2.58E-02,30.392163
-2.66,2.58E-02,30.516756
-2.65,2.59E-02,30.642498
-2.64,2.59E-02,30.76941
-2.63,2.60E-02,30.897511
-2.62,2.60E-02,31.026822
-2.61,2.61E-02,31.157364
-2.6,2.61E-02,31.289158
-2.59,2.62E-02,31.422227
-2.58,2.62E-02,31.556593
-2.57,2.63E-02,31.69228
-2.56,2.64E-02,31.829312
-2.55,2.64E-02,31.967715
-2.54,2.65E-02,32.107515
-2.53,2.65E-02,32.248737
-2.52,2.66E-02,32.39141
-2.51,2.66E-02,32.535563
-2.5,2.67E-02,32.681224
-2.49,2.67E-02,32.828425
-2.48,2.68E-02,32.977196
-2.47,2.68E-02,33.127571
-2.46,2.69E-02,33.279584
-2.45,2.69E-02,33.433269
-2.44,2.70E-02,33.588664
-2.43,2.70E-02,33.745805
-2.42,2.71E-02,33.904732
-2.41,2.71E-02,34.065487
-2.4,2.72E-02,34.228111
-2.39,2.72E-02,34.392649
-2.38,2.73E-02,34.559147
-2.37,2.73E-02,34.727652
-2.36,2.74E-02,34.898216
-2.35,2.74E-02,35.07089
-2.34,2.75E-02,35.245729
-2.33,2.75E-02,35.422789
-2.32,2.76E-02,35.602132
-2.31,2.76E-02,35.783819
-2.3,2.77E-02,35.967916
-2.29,2.77E-02,36.154492
-2.28,2.78E-02,36.343619
-2.27,2.78E-02,36.535374
-2.26,2.79E-02,36.729836
-2.25,2.79E-02,36.92709
-2.24,2.80E-02,37.127226
-2.23,2.80E-02,37.330336
-2.22,2.81E-02,37.536521
-2.21,2.81E-02,37.745886
-2.2,2.81E-02,37.958542
-2.19,2.82E-02,38.174608
-2.18,2.82E-02,38.39421
-2.17,2.83E-02,38.617482
-2.16,2.83E-02,38.844565
-2.15,2.83E-02,39.075614
-2.14,2.84E-02,39.310789
-2.13,2.84E-02,39.550267
-2.12,2.84E-02,39.794234
-2.11,2.85E-02,40.04289
-2.1,2.85E-02,40.296452
-2.09,2.85E-02,40.555153
-2.08,2.86E-02,40.819244
-2.07,2.86E-02,41.088998
-2.06,2.86E-02,41.36471
-2.05,2.86E-02,41.646702
-2.04,2.86E-02,41.935323
-2.03,2.87E-02,42.230955
-2.02,2.87E-02,42.534016
-2.01,2.87E-02,42.844966
-2,2.87E-02,43.164307
-1.99,2.87E-02,43.492599
-1.98,2.87E-02,43.830457
-1.97,2.87E-02,44.178564
-1.96,2.86E-02,44.537684
-1.95,2.86E-02,44.908667
-1.94,2.86E-02,45.292469
-1.93,2.85E-02,45.690165
-1.92,2.85E-02,46.102969
-1.91,2.84E-02,46.532264
-1.9,2.83E-02,46.979621
-1.89,2.83E-02,47.446846
-1.88,2.81E-02,47.936018
-1.87,2.80E-02,48.449546
-1.86,2.79E-02,48.990238
-1.85,2.77E-02,49.56139
-1.84,2.75E-02,50.166899
-1.83,2.72E-02,50.811406
-1.82,2.70E-02,51.500486
-1.81,2.66E-02,52.240901
-1.8,2.62E-02,53.040934
-1.79,2.58E-02,53.910854
-1.78,2.52E-02,54.863553
-1.77,2.46E-02,55.915451
-1.76,2.38E-02,57.087818
-1.75,2.28E-02,58.408727
-1.74,2.17E-02,59.916065
-1.73,2.03E-02,61.66231
-1.72,1.86E-02,63.72247
-1.71,1.65E-02,66.207933
-1.7,1.39E-02,69.292283
-1.69,1.08E-02,73.263489
-1.68,7.21E-03,78.641741
-1.67,3.52E-03,86.490697
-1.66,7.29E-04,99.470222
-1.65,1.39E-06,127.59569
-1.64,5.40E+01,437.07989
-1.63,52.304724,-7.7295661
-1.62,192.21561,121.94823
-1.61,62.998706,-29.308168
-1.6,60.163946,15.821709
-1.59,52.022891,-22.488884
-1.58,55.487802,-5.2967562
-1.57,2.7080041,-12.755966
-1.56,3.75E-06,6.85E+00
-1.55,6.98E-04,15.885769
-1.54,3.12E-03,21.507942
-1.53,6.38E-03,25.539435
-1.52,9.65E-03,28.646376
-1.51,1.26E-02,31.154512
-1.5,1.51E-02,33.248035
-1.49,1.73E-02,35.040934
-1.48,1.91E-02,36.608321
-1.47,2.06E-02,38.00205
-1.46,2.19E-02,39.25925
-1.45,2.30E-02,40.407295
-1.44,2.39E-02,41.466867
-1.43,2.48E-02,42.453918
-1.42,2.55E-02,43.380969
-1.41,2.61E-02,44.258006
-1.4,2.67E-02,45.093098
-1.39,2.72E-02,45.892851
-1.38,2.76E-02,46.662732
-1.37,2.80E-02,47.407309
-1.36,2.84E-02,48.130439
-1.35,2.87E-02,48.835406
-1.34,2.90E-02,49.525026
-1.33,2.93E-02,50.201738
-1.32,2.95E-02,50.867665
-1.31,2.97E-02,51.524671
-1.3,3.00E-02,52.174404
-1.29,3.02E-02,52.818328
-1.28,3.04E-02,53.457755
-1.27,3.05E-02,54.093868
-1.26,3.07E-02,54.727736
-1.25,3.09E-02,55.360338
-1.24,3.10E-02,55.99257
-1.23,3.11E-02,56.625261
-1.22,3.13E-02,57.259179
-1.21,3.14E-02,57.895044
-1.2,3.15E-02,58.53353
-1.19,3.16E-02,59.175276
-1.18,3.17E-02,59.820887
-1.17,3.19E-02,60.470945
-1.16,3.20E-02,61.126004
-1.15,3.20E-02,61.786603
-1.14,3.21E-02,62.453264
-1.13,3.22E-02,63.126496
-1.12,3.23E-02,63.806798
-1.11,3.24E-02,64.494659
-1.1,3.25E-02,65.190567
-1.09,3.26E-02,65.895002
-1.08,3.26E-02,66.608444
-1.07,3.27E-02,67.331374
-1.06,3.28E-02,68.064273
-1.05,3.29E-02,68.807626
-1.04,3.29E-02,69.561923
-1.03,3.30E-02,70.327659
-1.02,3.31E-02,71.105337
-1.01,3.31E-02,71.89547
-1,3.32E-02,72.69858
-0.99,3.33E-02,73.515202
-0.98,3.33E-02,74.345882
-0.97,3.34E-02,75.191183
-0.96,3.34E-02,76.051681
-0.95,3.35E-02,76.927972
-0.94,3.35E-02,77.820668
-0.93,3.36E-02,78.730404
-0.92,3.36E-02,79.657833
-0.91,3.37E-02,80.603636
-0.9,3.37E-02,81.568515
-0.89,3.38E-02,82.553202
-0.88,3.38E-02,83.558454
-0.87,3.39E-02,84.585063
-0.86,3.39E-02,85.633852
-0.85,3.40E-02,86.705677
-0.84,3.40E-02,87.801434
-0.83,3.41E-02,88.922059
-0.82,3.41E-02,90.068528
-0.81,3.42E-02,91.241865
-0.8,3.42E-02,92.443141
-0.79,3.42E-02,93.67348
-0.78,3.43E-02,94.93406
-0.77,3.43E-02,96.226118
-0.76,3.44E-02,97.550954
-0.75,3.44E-02,98.909937
-0.74,3.44E-02,100.30451
-0.73,3.45E-02,101.73618
-0.72,3.45E-02,103.20656
-0.71,3.45E-02,104.71733
-0.7,3.46E-02,106.27028
-0.69,3.46E-02,107.86729
-0.68,3.47E-02,109.51036
-0.67,3.47E-02,111.20161
-0.66,3.47E-02,112.94328
-0.65,3.48E-02,114.73775
-0.64,3.48E-02,116.58754
-0.63,3.48E-02,118.49535
-0.62,3.48E-02,120.46403
-0.61,3.49E-02,122.49664
-0.6,3.49E-02,124.59644
-0.59,3.49E-02,126.76689
-0.58,3.50E-02,129.01171
-0.57,3.50E-02,131.33488
-0.56,3.50E-02,133.74067
-0.55,3.50E-02,136.23364
-0.54,3.51E-02,138.81871
-0.53,3.51E-02,141.50118
-0.52,3.51E-02,144.28673
-0.51,3.51E-02,147.18152
-0.5,3.52E-02,150.1922
-0.49,3.52E-02,153.32595
-0.48,3.52E-02,156.59057
-0.47,3.52E-02,159.99453
-0.46,3.53E-02,163.54703
-0.45,3.53E-02,167.25812
-0.44,3.53E-02,171.13876
-0.43,3.53E-02,175.20092
-0.42,3.53E-02,179.45776
-0.41,3.54E-02,183.92371
-0.4,3.54E-02,188.61468
-0.39,3.54E-02,193.54823
-0.38,3.54E-02,198.74377
-0.37,3.54E-02,204.22286
-0.36,3.55E-02,210.00949
-0.35,3.55E-02,216.1304
-0.34,3.55E-02,222.61557
-0.33,3.55E-02,229.49863
-0.32,3.55E-02,236.81748
-0.31,3.55E-02,244.61503
-0.3,3.55E-02,252.93995
-0.29,3.56E-02,261.84779
-0.28,3.56E-02,271.40216
-0.27,3.56E-02,281.67626
-0.26,3.56E-02,292.75478
-0.25,3.56E-02,304.73624
-0.24,3.56E-02,317.73592
-0.23,3.56E-02,331.88962
-0.22,3.56E-02,347.35836
-0.21,3.57E-02,364.33461
-0.2,3.57E-02,383.05032
-0.19,3.57E-02,403.78757
-0.18,3.57E-02,426.89292
-0.17,3.57E-02,452.79696
-0.16,3.57E-02,482.04139
-0.15,3.57E-02,515.31734
-0.14,3.57E-02,553.52072
-0.13,3.57E-02,597.83412
-0.12,3.57E-02,649.85149
-0.11,3.57E-02,711.77396
-0.1,3.57E-02,786.72949
-0.09,3.57E-02,879.318
-0.08,3.57E-02,996.59269
-0.07,3.57E-02,1.15E+03
-0.06,3.58E-02,1.36E+03
-0.05,3.58E-02,1.66E+03
-0.04,3.58E-02,2.14E+03
-0.03,3.58E-02,2.99E+03
-0.02,3.58E-02,4.98E+03
-0.01,3.62E-02,1.50E+04
0,3.62E-02,-1.50E+04
0.01,3.58E-02,-4.98E+03
0.02,3.58E-02,-2.99E+03
0.03,3.58E-02,-2.14E+03
0.04,3.58E-02,-1.66E+03
0.05,3.58E-02,-1.36E+03
0.06,3.57E-02,-1.15E+03
0.07,3.57E-02,-9.97E+02
0.08,3.57E-02,-879.318
0.09,3.57E-02,-786.72949
0.1,3.57E-02,-711.77396
0.11,3.57E-02,-649.85149
0.12,3.57E-02,-597.83412
0.13,3.57E-02,-553.52072
0.14,3.57E-02,-515.31734
0.15,3.57E-02,-482.04139
0.16,3.57E-02,-452.79696
0.17,3.57E-02,-426.89292
0.18,3.57E-02,-403.78757
0.19,3.57E-02,-383.05032
0.2,3.57E-02,-364.33461
0.21,3.56E-02,-347.35836
0.22,3.56E-02,-331.88962
0.23,3.56E-02,-317.73592
0.24,3.56E-02,-304.73624
0.25,3.56E-02,-292.75478
0.26,3.56E-02,-281.67626
0.27,3.56E-02,-271.40216
0.28,3.56E-02,-261.84779
0.29,3.55E-02,-252.93995
0.3,3.55E-02,-244.61503
0.31,3.55E-02,-236.81748
0.32,3.55E-02,-229.49863
0.33,3.55E-02,-222.61557
0.34,3.55E-02,-216.1304
0.35,3.55E-02,-210.00949
0.36,3.54E-02,-204.22286
0.37,3.54E-02,-198.74377
0.38,3.54E-02,-193.54823
0.39,3.54E-02,-188.61468
0.4,3.54E-02,-183.92371
0.41,3.53E-02,-179.45776
0.42,3.53E-02,-175.20092
0.43,3.53E-02,-171.13876
0.44,3.53E-02,-167.25812
0.45,3.53E-02,-163.54703
0.46,3.52E-02,-159.99453
0.47,3.52E-02,-156.59057
0.48,3.52E-02,-153.32595
0.49,3.52E-02,-150.1922
0.5,3.51E-02,-147.18152
0.51,3.51E-02,-144.28673
0.52,3.51E-02,-141.50118
0.53,3.51E-02,-138.81871
0.54,3.50E-02,-136.23364
0.55,3.50E-02,-133.74067
0.56,3.50E-02,-131.33488
0.57,3.50E-02,-129.01171
0.58,3.49E-02,-126.76689
0.59,3.49E-02,-124.59644
0.6,3.49E-02,-122.49664
0.61,3.48E-02,-120.46403
0.62,3.48E-02,-118.49535
0.63,3.48E-02,-116.58754
0.64,3.48E-02,-114.73775
0.65,3.47E-02,-112.94328
0.66,3.47E-02,-111.20161
0.67,3.47E-02,-109.51036
0.68,3.46E-02,-107.86729
0.69,3.46E-02,-106.27028
0.7,3.45E-02,-104.71733
0.71,3.45E-02,-103.20656
0.72,3.45E-02,-101.73618
0.73,3.44E-02,-100.30451
0.74,3.44E-02,-98.909937
0.75,3.44E-02,-97.550954
0.76,3.43E-02,-96.226118
0.77,3.43E-02,-94.93406
0.78,3.42E-02,-93.67348
0.79,3.42E-02,-92.443141
0.8,3.42E-02,-91.241865
0.81,3.41E-02,-90.068528
0.82,3.41E-02,-88.922059
0.83,3.40E-02,-87.801434
0.84,3.40E-02,-86.705677
0.85,3.39E-02,-85.633852
0.86,3.39E-02,-84.585063
0.87,3.38E-02,-83.558454
0.88,3.38E-02,-82.553202
0.89,3.37E-02,-81.568515
0.9,3.37E-02,-80.603636
0.91,3.36E-02,-79.657833
0.92,3.36E-02,-78.730404
0.93,3.35E-02,-77.820668
0.94,3.35E-02,-76.927972
0.95,3.34E-02,-76.051681
0.96,3.34E-02,-75.191183
0.97,3.33E-02,-74.345882
0.98,3.33E-02,-73.515202
0.99,3.32E-02,-72.69858
1,3.31E-02,-71.89547
1.01,3.31E-02,-71.105337
