f_S[GHz],real(Zin),imag(Zin)
-6.31,7.22E-02,81.51
-6.3,7.23E-02,81.64
-6.29,7.25E-02,81.77
-6.28,7.27E-02,81.9
-6.27,7.28E-02,82.03
-6.26,7.30E-02,82.17
-6.25,7.31E-02,82.3
-6.24,7.33E-02,82.43
-6.23,7.35E-02,82.56
-6.22,7.36E-02,82.7
-6.21,7.38E-02,82.83
-6.2,7.39E-02,82.97
-6.19,7.41E-02,83.1
-6.18,7.43E-02,83.24
-6.17,7.44E-02,83.37
-6.16,7.46E-02,83.51
-6.15,7.48E-02,83.65
-6.14,7.49E-02,83.78
-6.13,7.51E-02,83.92
-6.12,7.53E-02,84.06
-6.11,7.54E-02,84.2
-6.1,7.56E-02,84.34
-6.09,7.58E-02,84.48
-6.08,7.59E-02,84.62
-6.07,7.61E-02,84.76
-6.06,7.63E-02,84.9
-6.05,7.65E-02,85.04
-6.04,7.66E-02,85.18
-6.03,7.68E-02,85.32
-6.02,7.70E-02,85.47
-6.01,7.71E-02,85.61
-6,7.73E-02,85.76
-5.99,7.75E-02,85.9
-5.98,7.77E-02,86.04
-5.97,7.78E-02,86.19
-5.96,7.80E-02,86.34
-5.95,7.82E-02,86.48
-5.94,7.84E-02,86.63
-5.93,7.85E-02,86.78
-5.92,7.87E-02,86.92
-5.91,7.89E-02,87.07
-5.9,7.91E-02,87.22
-5.89,7.93E-02,87.37
-5.88,7.94E-02,87.52
-5.87,7.96E-02,87.67
-5.86,7.98E-02,87.82
-5.85,8.00E-02,87.97
-5.84,8.02E-02,88.13
-5.83,8.03E-02,88.28
-5.82,8.05E-02,88.43
-5.81,8.07E-02,88.58
-5.8,8.09E-02,88.74
-5.79,8.11E-02,88.89
-5.78,8.13E-02,89.05
-5.77,8.14E-02,89.2
-5.76,8.16E-02,89.36
-5.75,8.18E-02,89.52
-5.74,8.20E-02,89.67
-5.73,8.22E-02,89.83
-5.72,8.24E-02,89.99
-5.71,8.26E-02,90.15
-5.7,8.27E-02,90.31
-5.69,8.29E-02,90.47
-5.68,8.31E-02,90.63
-5.67,8.33E-02,90.79
-5.66,8.35E-02,90.95
-5.65,8.37E-02,91.12
-5.64,8.39E-02,91.28
-5.63,8.41E-02,91.44
-5.62,8.43E-02,91.61
-5.61,8.45E-02,91.77
-5.6,8.47E-02,91.94
-5.59,8.49E-02,92.1
-5.58,8.50E-02,92.27
-5.57,8.52E-02,92.44
-5.56,8.54E-02,92.61
-5.55,8.56E-02,92.77
-5.54,8.58E-02,92.94
-5.53,8.60E-02,93.11
-5.52,8.62E-02,93.28
-5.51,8.64E-02,93.45
-5.5,8.66E-02,93.63
-5.49,8.68E-02,93.8
-5.48,8.70E-02,93.97
-5.47,8.72E-02,94.15
-5.46,8.74E-02,94.32
-5.45,8.76E-02,94.49
-5.44,8.78E-02,94.67
-5.43,8.80E-02,94.85
-5.42,8.82E-02,95.02
-5.41,8.84E-02,95.2
-5.4,8.86E-02,95.38
-5.39,8.89E-02,95.56
-5.38,8.91E-02,95.74
-5.37,8.93E-02,95.92
-5.36,8.95E-02,96.1
-5.35,8.97E-02,96.28
-5.34,8.99E-02,96.46
-5.33,9.01E-02,96.64
-5.32,9.03E-02,96.83
-5.31,9.05E-02,97.01
-5.3,9.07E-02,97.2
-5.29,9.09E-02,97.38
-5.28,9.11E-02,97.57
-5.27,9.14E-02,97.76
-5.26,9.16E-02,97.95
-5.25,9.18E-02,98.13
-5.24,9.20E-02,98.32
-5.23,9.22E-02,98.51
-5.22,9.24E-02,98.7
-5.21,9.26E-02,98.9
-5.2,9.29E-02,99.09
-5.19,9.31E-02,99.28
-5.18,9.33E-02,99.48
-5.17,9.35E-02,99.67
-5.16,9.37E-02,99.87
-5.15,9.40E-02,100.1
-5.14,9.42E-02,100.3
-5.13,9.44E-02,100.5
-5.12,9.46E-02,100.7
-5.11,9.48E-02,100.9
-5.1,9.51E-02,101.1
-5.09,9.53E-02,101.3
-5.08,9.55E-02,101.5
-5.07,9.57E-02,101.7
-5.06,9.60E-02,101.9
-5.05,9.62E-02,102.1
-5.04,9.64E-02,102.3
-5.03,9.66E-02,102.5
-5.02,9.69E-02,102.7
-5.01,9.71E-02,102.9
-5,9.73E-02,103.1
-4.99,9.75E-02,103.3
-4.98,9.78E-02,103.5
-4.97,9.80E-02,103.7
-4.96,9.82E-02,103.9
-4.95,9.85E-02,104.2
-4.94,9.87E-02,104.4
-4.93,9.89E-02,104.6
-4.92,9.92E-02,104.8
-4.91,9.94E-02,105
-4.9,9.96E-02,105.2
-4.89,9.99E-02,105.5
-4.88,1.00E-01,105.7
-4.87,1.00E-01,105.9
-4.86,1.01E-01,106.1
-4.85,1.01E-01,106.3
-4.84,1.01E-01,106.6
-4.83,1.01E-01,106.8
-4.82,1.02E-01,107
-4.81,1.02E-01,107.2
-4.8,1.02E-01,107.5
-4.79,1.02E-01,107.7
-4.78,1.03E-01,107.9
-4.77,1.03E-01,108.1
-4.76,1.03E-01,108.4
-4.75,1.03E-01,108.6
-4.74,1.04E-01,108.8
-4.73,1.04E-01,109.1
-4.72,1.04E-01,109.3
-4.71,1.04E-01,109.5
-4.7,1.05E-01,109.8
-4.69,1.05E-01,110
-4.68,1.05E-01,110.3
-4.67,1.05E-01,110.5
-4.66,1.06E-01,110.7
-4.65,1.06E-01,111
-4.64,1.06E-01,111.2
-4.63,1.06E-01,111.5
-4.62,1.07E-01,111.7
-4.61,1.07E-01,112
-4.6,1.07E-01,112.2
-4.59,1.07E-01,112.5
-4.58,1.08E-01,112.7
-4.57,1.08E-01,113
-4.56,1.08E-01,113.2
-4.55,1.08E-01,113.5
-4.54,1.09E-01,113.7
-4.53,1.09E-01,114
-4.52,1.09E-01,114.2
-4.51,1.09E-01,114.5
-4.5,1.10E-01,114.7
-4.49,1.10E-01,115
-4.48,1.10E-01,115.3
-4.47,1.10E-01,115.5
-4.46,1.11E-01,115.8
-4.45,1.11E-01,116
-4.44,1.11E-01,116.3
-4.43,1.11E-01,116.6
-4.42,1.12E-01,116.9
-4.41,1.12E-01,117.1
-4.4,1.12E-01,117.4
-4.39,1.12E-01,117.7
-4.38,1.13E-01,117.9
-4.37,1.13E-01,118.2
-4.36,1.13E-01,118.5
-4.35,1.14E-01,118.8
-4.34,1.14E-01,119
-4.33,1.14E-01,119.3
-4.32,1.14E-01,119.6
-4.31,1.15E-01,119.9
-4.3,1.15E-01,120.2
-4.29,1.15E-01,120.5
-4.28,1.15E-01,120.7
-4.27,1.16E-01,121
-4.26,1.16E-01,121.3
-4.25,1.16E-01,121.6
-4.24,1.17E-01,121.9
-4.23,1.17E-01,122.2
-4.22,1.17E-01,122.5
-4.21,1.17E-01,122.8
-4.2,1.18E-01,123.1
-4.19,1.18E-01,123.4
-4.18,1.18E-01,123.7
-4.17,1.19E-01,124
-4.16,1.19E-01,124.3
-4.15,1.19E-01,124.6
-4.14,1.19E-01,124.9
-4.13,1.20E-01,125.2
-4.12,1.20E-01,125.5
-4.11,1.20E-01,125.8
-4.1,1.21E-01,126.2
-4.09,1.21E-01,126.5
-4.08,1.21E-01,126.8
-4.07,1.21E-01,127.1
-4.06,1.22E-01,127.4
-4.05,1.22E-01,127.7
-4.04,1.22E-01,128.1
-4.03,1.23E-01,128.4
-4.02,1.23E-01,128.7
-4.01,1.23E-01,129.1
-4,1.23E-01,129.4
-3.99,1.24E-01,129.7
-3.98,1.24E-01,130
-3.97,1.24E-01,130.4
-3.96,1.25E-01,130.7
-3.95,1.25E-01,131.1
-3.94,1.25E-01,131.4
-3.93,1.26E-01,131.7
-3.92,1.26E-01,132.1
-3.91,1.26E-01,132.4
-3.9,1.26E-01,132.8
-3.89,1.27E-01,133.1
-3.88,1.27E-01,133.5
-3.87,1.27E-01,133.8
-3.86,1.28E-01,134.2
-3.85,1.28E-01,134.6
-3.84,1.28E-01,134.9
-3.83,1.29E-01,135.3
-3.82,1.29E-01,135.6
-3.81,1.29E-01,136
-3.8,1.29E-01,136.4
-3.79,1.30E-01,136.7
-3.78,1.30E-01,137.1
-3.77,1.30E-01,137.5
-3.76,1.31E-01,137.9
-3.75,1.31E-01,138.2
-3.74,1.31E-01,138.6
-3.73,1.32E-01,139
-3.72,1.32E-01,139.4
-3.71,1.32E-01,139.8
-3.7,1.33E-01,140.2
-3.69,1.33E-01,140.5
-3.68,1.33E-01,140.9
-3.67,1.34E-01,141.3
-3.66,1.34E-01,141.7
-3.65,1.34E-01,142.1
-3.64,1.34E-01,142.5
-3.63,1.35E-01,142.9
-3.62,1.35E-01,143.3
-3.61,1.35E-01,143.8
-3.6,1.36E-01,144.2
-3.59,1.36E-01,144.6
-3.58,1.36E-01,145
-3.57,1.37E-01,145.4
-3.56,1.37E-01,145.8
-3.55,1.37E-01,146.3
-3.54,1.38E-01,146.7
-3.53,1.38E-01,147.1
-3.52,1.38E-01,147.6
-3.51,1.39E-01,148
-3.5,1.39E-01,148.4
-3.49,1.39E-01,148.9
-3.48,1.40E-01,149.3
-3.47,1.40E-01,149.8
-3.46,1.40E-01,150.2
-3.45,1.41E-01,150.7
-3.44,1.41E-01,151.1
-3.43,1.41E-01,151.6
-3.42,1.42E-01,152
-3.41,1.42E-01,152.5
-3.4,1.42E-01,153
-3.39,1.43E-01,153.4
-3.38,1.43E-01,153.9
-3.37,1.43E-01,154.4
-3.36,1.44E-01,154.8
-3.35,1.44E-01,155.3
-3.34,1.44E-01,155.8
-3.33,1.45E-01,156.3
-3.32,1.45E-01,156.8
-3.31,1.45E-01,157.3
-3.3,1.46E-01,157.8
-3.29,1.46E-01,158.3
-3.28,1.46E-01,158.8
-3.27,1.47E-01,159.3
-3.26,1.47E-01,159.8
-3.25,1.47E-01,160.3
-3.24,1.48E-01,160.8
-3.23,1.48E-01,161.3
-3.22,1.48E-01,161.9
-3.21,1.49E-01,162.4
-3.2,1.49E-01,162.9
-3.19,1.49E-01,163.5
-3.18,1.50E-01,164
-3.17,1.50E-01,164.5
-3.16,1.50E-01,165.1
-3.15,1.51E-01,165.6
-3.14,1.51E-01,166.2
-3.13,1.51E-01,166.7
-3.12,1.52E-01,167.3
-3.11,1.52E-01,167.9
-3.1,1.52E-01,168.4
-3.09,1.53E-01,169
-3.08,1.53E-01,169.6
-3.07,1.53E-01,170.2
-3.06,1.54E-01,170.8
-3.05,1.54E-01,171.3
-3.04,1.54E-01,171.9
-3.03,1.55E-01,172.5
-3.02,1.55E-01,173.1
-3.01,1.56E-01,173.7
-3,1.56E-01,174.4
-2.99,1.56E-01,175
-2.98,1.57E-01,175.6
-2.97,1.57E-01,176.2
-2.96,1.57E-01,176.9
-2.95,1.58E-01,177.5
-2.94,1.58E-01,178.1
-2.93,1.58E-01,178.8
-2.92,1.59E-01,179.4
-2.91,1.59E-01,180.1
-2.9,1.59E-01,180.7
-2.89,1.60E-01,181.4
-2.88,1.60E-01,182.1
-2.87,1.60E-01,182.8
-2.86,1.61E-01,183.4
-2.85,1.61E-01,184.1
-2.84,1.61E-01,184.8
-2.83,1.62E-01,185.5
-2.82,1.62E-01,186.2
-2.81,1.63E-01,186.9
-2.8,1.63E-01,187.6
-2.79,1.63E-01,188.4
-2.78,1.64E-01,189.1
-2.77,1.64E-01,189.8
-2.76,1.64E-01,190.6
-2.75,1.65E-01,191.3
-2.74,1.65E-01,192.1
-2.73,1.65E-01,192.8
-2.72,1.66E-01,193.6
-2.71,1.66E-01,194.4
-2.7,1.66E-01,195.2
-2.69,1.67E-01,196
-2.68,1.67E-01,196.7
-2.67,1.67E-01,197.5
-2.66,1.68E-01,198.4
-2.65,1.68E-01,199.2
-2.64,1.69E-01,200
-2.63,1.69E-01,200.8
-2.62,1.69E-01,201.7
-2.61,1.70E-01,202.5
-2.6,1.70E-01,203.4
-2.59,1.70E-01,204.2
-2.58,1.71E-01,205.1
-2.57,1.71E-01,206
-2.56,1.71E-01,206.9
-2.55,1.72E-01,207.8
-2.54,1.72E-01,208.7
-2.53,1.72E-01,209.6
-2.52,1.73E-01,210.5
-2.51,1.73E-01,211.5
-2.5,1.73E-01,212.4
-2.49,1.74E-01,213.4
-2.48,1.74E-01,214.4
-2.47,1.74E-01,215.3
-2.46,1.75E-01,216.3
-2.45,1.75E-01,217.3
-2.44,1.75E-01,218.3
-2.43,1.76E-01,219.3
-2.42,1.76E-01,220.4
-2.41,1.76E-01,221.4
-2.4,1.77E-01,222.5
-2.39,1.77E-01,223.6
-2.38,1.77E-01,224.6
-2.37,1.78E-01,225.7
-2.36,1.78E-01,226.8
-2.35,1.78E-01,228
-2.34,1.79E-01,229.1
-2.33,1.79E-01,230.2
-2.32,1.79E-01,231.4
-2.31,1.80E-01,232.6
-2.3,1.80E-01,233.8
-2.29,1.80E-01,235
-2.28,1.81E-01,236.2
-2.27,1.81E-01,237.5
-2.26,1.81E-01,238.7
-2.25,1.82E-01,240
-2.24,1.82E-01,241.3
-2.23,1.82E-01,242.6
-2.22,1.82E-01,244
-2.21,1.83E-01,245.3
-2.2,1.83E-01,246.7
-2.19,1.83E-01,248.1
-2.18,1.84E-01,249.6
-2.17,1.84E-01,251
-2.16,1.84E-01,252.5
-2.15,1.84E-01,254
-2.14,1.84E-01,255.5
-2.13,1.85E-01,257.1
-2.12,1.85E-01,258.7
-2.11,1.85E-01,260.3
-2.1,1.85E-01,261.9
-2.09,1.86E-01,263.6
-2.08,1.86E-01,265.3
-2.07,1.86E-01,267.1
-2.06,1.86E-01,268.9
-2.05,1.86E-01,270.7
-2.04,1.86E-01,272.6
-2.03,1.86E-01,274.5
-2.02,1.86E-01,276.5
-2.01,1.86E-01,278.5
-2,1.86E-01,280.6
-1.99,1.86E-01,282.7
-1.98,1.86E-01,284.9
-1.97,1.86E-01,287.2
-1.96,1.86E-01,289.5
-1.95,1.86E-01,291.9
-1.94,1.86E-01,294.4
-1.93,1.86E-01,297
-1.92,1.85E-01,299.7
-1.91,1.85E-01,302.5
-1.9,1.84E-01,305.4
-1.89,1.84E-01,308.4
-1.88,1.83E-01,311.6
-1.87,1.82E-01,314.9
-1.86,1.81E-01,318.4
-1.85,1.80E-01,322.1
-1.84,1.79E-01,326.1
-1.83,1.77E-01,330.3
-1.82,1.75E-01,334.8
-1.81,1.73E-01,339.6
-1.8,1.71E-01,344.8
-1.79,1.68E-01,350.4
-1.78,1.64E-01,356.6
-1.77,1.60E-01,363.5
-1.76,1.55E-01,371.1
-1.75,1.48E-01,379.7
-1.74,1.41E-01,389.5
-1.73,1.32E-01,400.8
-1.72,1.21E-01,414.2
-1.71,1.07E-01,430.4
-1.7,9.03E-02,450.4
-1.69,7.01E-02,476.2
-1.68,4.69E-02,511.2
-1.67,2.29E-02,562.2
-1.66,4.74E-03,646.6
-1.65,9.63E-06,829.4
-1.64,3.51E+02,2.84E+03
-1.63,3.40E+02,-5.02E+01
-1.62,1.25E+03,792.7
-1.61,409.5,-190.5
-1.6,391.1,102.8
-1.59,338.1,-146.2
-1.58,360.7,-34.43
-1.57,17.6,-82.91
-1.56,2.44E-05,44.55
-1.55,4.54E-03,103.3
-1.54,2.03E-02,139.8
-1.53,4.15E-02,166
-1.52,6.27E-02,186.2
-1.51,8.18E-02,202.5
-1.5,9.82E-02,216.1
-1.49,1.12E-01,227.8
-1.48,1.24E-01,238
-1.47,1.34E-01,247
-1.46,1.42E-01,255.2
-1.45,1.49E-01,262.6
-1.44,1.56E-01,269.5
-1.43,1.61E-01,276
-1.42,1.66E-01,282
-1.41,1.70E-01,287.7
-1.4,1.73E-01,293.1
-1.39,1.77E-01,298.3
-1.38,1.79E-01,303.3
-1.37,1.82E-01,308.1
-1.36,1.84E-01,312.8
-1.35,1.87E-01,317.4
-1.34,1.88E-01,321.9
-1.33,1.90E-01,326.3
-1.32,1.92E-01,330.6
-1.31,1.93E-01,334.9
-1.3,1.95E-01,339.1
-1.29,1.96E-01,343.3
-1.28,1.97E-01,347.5
-1.27,1.99E-01,351.6
-1.26,2.00E-01,355.7
-1.25,2.01E-01,359.8
-1.24,2.02E-01,364
-1.23,2.02E-01,368.1
-1.22,2.03E-01,372.2
-1.21,2.04E-01,376.3
-1.2,2.05E-01,380.5
-1.19,2.06E-01,384.6
-1.18,2.06E-01,388.8
-1.17,2.07E-01,393.1
-1.16,2.08E-01,397.3
-1.15,2.08E-01,401.6
-1.14,2.09E-01,405.9
-1.13,2.10E-01,410.3
-1.12,2.10E-01,414.7
-1.11,2.11E-01,419.2
-1.1,2.11E-01,423.7
-1.09,2.12E-01,428.3
-1.08,2.12E-01,433
-1.07,2.13E-01,437.7
-1.06,2.13E-01,442.4
-1.05,2.14E-01,447.2
-1.04,2.14E-01,452.2
-1.03,2.15E-01,457.1
-1.02,2.15E-01,462.2
-1.01,2.15E-01,467.3
-1,2.16E-01,472.5
-0.99,2.16E-01,477.8
-0.98,2.17E-01,483.2
-0.97,2.17E-01,488.7
-0.96,2.17E-01,494.3
-0.95,2.18E-01,500
-0.94,2.18E-01,505.8
-0.93,2.18E-01,511.7
-0.92,2.19E-01,517.8
-0.91,2.19E-01,523.9
-0.9,2.19E-01,530.2
-0.89,2.20E-01,536.6
-0.88,2.20E-01,543.1
-0.87,2.20E-01,549.8
-0.86,2.21E-01,556.6
-0.85,2.21E-01,563.6
-0.84,2.21E-01,570.7
-0.83,2.22E-01,578
-0.82,2.22E-01,585.4
-0.81,2.22E-01,593.1
-0.8,2.22E-01,600.9
-0.79,2.23E-01,608.9
-0.78,2.23E-01,617.1
-0.77,2.23E-01,625.5
-0.76,2.23E-01,634.1
-0.75,2.24E-01,642.9
-0.74,2.24E-01,652
-0.73,2.24E-01,661.3
-0.72,2.24E-01,670.8
-0.71,2.25E-01,680.7
-0.7,2.25E-01,690.8
-0.69,2.25E-01,701.1
-0.68,2.25E-01,711.8
-0.67,2.26E-01,722.8
-0.66,2.26E-01,734.1
-0.65,2.26E-01,745.8
-0.64,2.26E-01,757.8
-0.63,2.26E-01,770.2
-0.62,2.27E-01,783
-0.61,2.27E-01,796.2
-0.6,2.27E-01,809.9
-0.59,2.27E-01,824
-0.58,2.27E-01,838.6
-0.57,2.27E-01,853.7
-0.56,2.28E-01,869.3
-0.55,2.28E-01,885.5
-0.54,2.28E-01,902.3
-0.53,2.28E-01,919.8
-0.52,2.28E-01,937.9
-0.51,2.28E-01,956.7
-0.5,2.29E-01,976.2
-0.49,2.29E-01,996.6
-0.48,2.29E-01,1.02E+03
-0.47,2.29E-01,1.04E+03
-0.46,2.29E-01,1.06E+03
-0.45,2.29E-01,1.09E+03
-0.44,2.30E-01,1.11E+03
-0.43,2.30E-01,1.14E+03
-0.42,2.30E-01,1.17E+03
-0.41,2.30E-01,1.20E+03
-0.4,2.30E-01,1.23E+03
-0.39,2.30E-01,1.26E+03
-0.38,2.30E-01,1.29E+03
-0.37,2.30E-01,1.33E+03
-0.36,2.31E-01,1.37E+03
-0.35,2.31E-01,1.41E+03
-0.34,2.31E-01,1.45E+03
-0.33,2.31E-01,1.49E+03
-0.32,2.31E-01,1.54E+03
-0.31,2.31E-01,1.59E+03
-0.3,2.31E-01,1.64E+03
-0.29,2.31E-01,1.70E+03
-0.28,2.31E-01,1.76E+03
-0.27,2.31E-01,1.83E+03
-0.26,2.31E-01,1.90E+03
-0.25,2.32E-01,1.98E+03
-0.24,2.32E-01,2.07E+03
-0.23,2.32E-01,2.16E+03
-0.22,2.32E-01,2.26E+03
-0.21,2.32E-01,2.37E+03
-0.2,2.32E-01,2.49E+03
-0.19,2.32E-01,2.63E+03
-0.18,2.32E-01,2.78E+03
-0.17,2.32E-01,2.94E+03
-0.16,2.32E-01,3.13E+03
-0.15,2.32E-01,3.35E+03
-0.14,2.32E-01,3.60E+03
-0.13,2.32E-01,3.89E+03
-0.12,2.32E-01,4.22E+03
-0.11,2.32E-01,4.63E+03
-0.1,2.32E-01,5.11E+03
-0.09,2.32E-01,5.72E+03
-0.08,2.32E-01,6.48E+03
-0.07,2.32E-01,7.48E+03
-0.06,2.33E-01,8.83E+03
-0.05,2.33E-01,1.08E+04
-0.04,2.33E-01,1.39E+04
-0.03,2.33E-01,1.94E+04
-0.02,2.34E-01,3.24E+04
-0.01,2.44E-01,9.72E+04
0,2.44E-01,-9.72E+04
0.01,2.34E-01,-3.24E+04
0.02,2.33E-01,-1.94E+04
0.03,2.33E-01,-1.39E+04
0.04,2.33E-01,-1.08E+04
0.05,2.33E-01,-8.83E+03
0.06,2.32E-01,-7.48E+03
0.07,2.32E-01,-6.48E+03
0.08,2.32E-01,-5.72E+03
0.09,2.32E-01,-5.11E+03
0.1,2.32E-01,-4.63E+03
0.11,2.32E-01,-4.22E+03
0.12,2.32E-01,-3.89E+03
0.13,2.32E-01,-3.60E+03
0.14,2.32E-01,-3.35E+03
0.15,2.32E-01,-3.13E+03
0.16,2.32E-01,-2.94E+03
0.17,2.32E-01,-2.78E+03
0.18,2.32E-01,-2.63E+03
0.19,2.32E-01,-2.49E+03
0.2,2.32E-01,-2.37E+03
0.21,2.32E-01,-2.26E+03
0.22,2.32E-01,-2.16E+03
0.23,2.32E-01,-2.07E+03
0.24,2.32E-01,-1.98E+03
0.25,2.31E-01,-1.90E+03
0.26,2.31E-01,-1.83E+03
0.27,2.31E-01,-1.76E+03
0.28,2.31E-01,-1.70E+03
0.29,2.31E-01,-1.64E+03
0.3,2.31E-01,-1.59E+03
0.31,2.31E-01,-1.54E+03
0.32,2.31E-01,-1.49E+03
0.33,2.31E-01,-1.45E+03
0.34,2.31E-01,-1.41E+03
0.35,2.31E-01,-1.37E+03
0.36,2.30E-01,-1.33E+03
0.37,2.30E-01,-1.29E+03
0.38,2.30E-01,-1.26E+03
0.39,2.30E-01,-1.23E+03
0.4,2.30E-01,-1.20E+03
0.41,2.30E-01,-1.17E+03
0.42,2.30E-01,-1.14E+03
0.43,2.30E-01,-1.11E+03
0.44,2.29E-01,-1.09E+03
0.45,2.29E-01,-1.06E+03
0.46,2.29E-01,-1.04E+03
0.47,2.29E-01,-1.02E+03
0.48,2.29E-01,-9.97E+02
0.49,2.29E-01,-976.2
0.5,2.28E-01,-956.7
0.51,2.28E-01,-937.9
0.52,2.28E-01,-919.8
0.53,2.28E-01,-902.3
0.54,2.28E-01,-885.5
0.55,2.28E-01,-869.3
0.56,2.27E-01,-853.7
0.57,2.27E-01,-838.6
0.58,2.27E-01,-824
0.59,2.27E-01,-809.9
0.6,2.27E-01,-796.2
0.61,2.27E-01,-783
0.62,2.26E-01,-770.2
0.63,2.26E-01,-757.8
0.64,2.26E-01,-745.8
0.65,2.26E-01,-734.1
0.66,2.26E-01,-722.8
0.67,2.25E-01,-711.8
0.68,2.25E-01,-701.1
0.69,2.25E-01,-690.8
0.7,2.25E-01,-680.7
0.71,2.24E-01,-670.8
0.72,2.24E-01,-661.3
0.73,2.24E-01,-652
0.74,2.24E-01,-642.9
0.75,2.23E-01,-634.1
0.76,2.23E-01,-625.5
0.77,2.23E-01,-617.1
0.78,2.23E-01,-608.9
0.79,2.22E-01,-600.9
0.8,2.22E-01,-593.1
0.81,2.22E-01,-585.4
0.82,2.22E-01,-578
0.83,2.21E-01,-570.7
0.84,2.21E-01,-563.6
0.85,2.21E-01,-556.6
0.86,2.20E-01,-549.8
0.87,2.20E-01,-543.1
0.88,2.20E-01,-536.6
0.89,2.19E-01,-530.2
0.9,2.19E-01,-523.9
0.91,2.19E-01,-517.8
0.92,2.18E-01,-511.7
0.93,2.18E-01,-505.8
0.94,2.18E-01,-500
0.95,2.17E-01,-494.3
0.96,2.17E-01,-488.7
0.97,2.17E-01,-483.2
0.98,2.16E-01,-477.8
0.99,2.16E-01,-472.5
1,2.15E-01,-467.3
1.01,2.15E-01,-462.2
1.02,2.15E-01,-457.1
1.03,2.14E-01,-452.2
1.04,2.14E-01,-447.2
1.05,2.13E-01,-442.4
1.06,2.13E-01,-437.7
1.07,2.12E-01,-433
1.08,2.12E-01,-428.3
1.09,2.11E-01,-423.7
1.1,2.11E-01,-419.2
1.11,2.10E-01,-414.7
1.12,2.10E-01,-410.3
1.13,2.09E-01,-405.9
1.14,2.08E-01,-401.6
1.15,2.08E-01,-397.3
1.16,2.07E-01,-393.1
1.17,2.06E-01,-388.8
1.18,2.06E-01,-384.6
1.19,2.05E-01,-380.5
1.2,2.04E-01,-376.3
1.21,2.03E-01,-372.2
1.22,2.02E-01,-368.1
1.23,2.02E-01,-364
1.24,2.01E-01,-359.8
1.25,2.00E-01,-355.7
1.26,1.99E-01,-351.6
1.27,1.97E-01,-347.5
1.28,1.96E-01,-343.3
1.29,1.95E-01,-339.1
1.3,1.93E-01,-334.9
1.31,1.92E-01,-330.6
1.32,1.90E-01,-326.3
1.33,1.88E-01,-321.9
1.34,1.87E-01,-317.4
1.35,1.84E-01,-312.8
1.36,1.82E-01,-308.1
1.37,1.79E-01,-303.3
1.38,1.77E-01,-298.3
1.39,1.73E-01,-293.1
1.4,1.70E-01,-287.7
1.41,1.66E-01,-282
1.42,1.61E-01,-276
1.43,1.56E-01,-269.5
1.44,1.49E-01,-262.6
1.45,1.42E-01,-255.2
1.46,1.34E-01,-247
1.47,1.24E-01,-238
1.48,1.12E-01,-227.8
1.49,9.82E-02,-216.1
1.5,8.18E-02,-202.5
1.51,6.27E-02,-186.2
1.52,4.15E-02,-166
1.53,2.03E-02,-139.8
1.54,4.54E-03,-103.3
1.55,2.44E-05,-44.55
1.56,1.76E+01,82.91
1.57,360.7,34.43
1.58,338.1,146.2
1.59,391.1,-102.8
1.6,409.5,190.5
1.61,1.25E+03,-792.7
1.62,340,50.24
1.63,351,-2.84E+03
1.64,9.63E-06,-8.29E+02
1.65,4.74E-03,-646.6
1.66,2.29E-02,-562.2
1.67,4.69E-02,-511.2
1.68,7.01E-02,-476.2
1.69,9.03E-02,-450.4
1.7,1.07E-01,-430.4
1.71,1.21E-01,-414.2
1.72,1.32E-01,-400.8
1.73,1.41E-01,-389.5
1.74,1.48E-01,-379.7
1.75,1.55E-01,-371.1
1.76,1.60E-01,-363.5
1.77,1.64E-01,-356.6
1.78,1.68E-01,-350.4
1.79,1.71E-01,-344.8
1.8,1.73E-01,-339.6
1.81,1.75E-01,-334.8
1.82,1.77E-01,-330.3
1.83,1.79E-01,-326.1
1.84,1.80E-01,-322.1
1.85,1.81E-01,-318.4
1.86,1.82E-01,-314.9
1.87,1.83E-01,-311.6
1.88,1.84E-01,-308.4
1.89,1.84E-01,-305.4
1.9,1.85E-01,-302.5
1.91,1.85E-01,-299.7
1.92,1.86E-01,-297
1.93,1.86E-01,-294.4
1.94,1.86E-01,-291.9
1.95,1.86E-01,-289.5
1.96,1.86E-01,-287.2
1.97,1.86E-01,-284.9
1.98,1.86E-01,-282.7
1.99,1.86E-01,-280.6
2,1.86E-01,-278.5
2.01,1.86E-01,-276.5
2.02,1.86E-01,-274.5
2.03,1.86E-01,-272.6
2.04,1.86E-01,-270.7
2.05,1.86E-01,-268.9
2.06,1.86E-01,-267.1
2.07,1.86E-01,-265.3
2.08,1.86E-01,-263.6
2.09,1.85E-01,-261.9
2.1,1.85E-01,-260.3
2.11,1.85E-01,-258.7
2.12,1.85E-01,-257.1
2.13,1.84E-01,-255.5
2.14,1.84E-01,-254
2.15,1.84E-01,-252.5
2.16,1.84E-01,-251
2.17,1.84E-01,-249.6
2.18,1.83E-01,-248.1
2.19,1.83E-01,-246.7
2.2,1.83E-01,-245.3
2.21,1.82E-01,-244
2.22,1.82E-01,-242.6
2.23,1.82E-01,-241.3
2.24,1.82E-01,-240
2.25,1.81E-01,-238.7
2.26,1.81E-01,-237.5
2.27,1.81E-01,-236.2
2.28,1.80E-01,-235
2.29,1.80E-01,-233.8
2.3,1.80E-01,-232.6
2.31,1.79E-01,-231.4
2.32,1.79E-01,-230.2
2.33,1.79E-01,-229.1
2.34,1.78E-01,-228
