f_S[GHz],real(Zin),imag(Zin)
2.35,1.78E-01,-226.8
2.36,1.78E-01,-225.7
2.37,1.77E-01,-224.6
2.38,1.77E-01,-223.6
2.39,1.77E-01,-222.5
2.4,1.76E-01,-221.4
2.41,1.76E-01,-220.4
2.42,1.76E-01,-219.3
2.43,1.75E-01,-218.3
2.44,1.75E-01,-217.3
2.45,1.75E-01,-216.3
2.46,1.74E-01,-215.3
2.47,1.74E-01,-214.4
2.48,1.74E-01,-213.4
2.49,1.73E-01,-212.4
2.5,1.73E-01,-211.5
2.51,1.73E-01,-210.5
2.52,1.72E-01,-209.6
2.53,1.72E-01,-208.7
2.54,1.72E-01,-207.8
2.55,1.71E-01,-206.9
2.56,1.71E-01,-206
2.57,1.71E-01,-205.1
2.58,1.70E-01,-204.2
2.59,1.70E-01,-203.4
2.6,1.70E-01,-202.5
2.61,1.69E-01,-201.7
2.62,1.69E-01,-200.8
2.63,1.69E-01,-200
2.64,1.68E-01,-199.2
2.65,1.68E-01,-198.4
2.66,1.67E-01,-197.5
2.67,1.67E-01,-196.7
2.68,1.67E-01,-196
2.69,1.66E-01,-195.2
2.7,1.66E-01,-194.4
2.71,1.66E-01,-193.6
2.72,1.65E-01,-192.8
2.73,1.65E-01,-192.1
2.74,1.65E-01,-191.3
2.75,1.64E-01,-190.6
2.76,1.64E-01,-189.8
2.77,1.64E-01,-189.1
2.78,1.63E-01,-188.4
2.79,1.63E-01,-187.6
2.8,1.63E-01,-186.9
2.81,1.62E-01,-186.2
2.82,1.62E-01,-185.5
2.83,1.61E-01,-184.8
2.84,1.61E-01,-184.1
2.85,1.61E-01,-183.4
2.86,1.60E-01,-182.8
2.87,1.60E-01,-182.1
2.88,1.60E-01,-181.4
2.89,1.59E-01,-180.7
2.9,1.59E-01,-180.1
2.91,1.59E-01,-179.4
2.92,1.58E-01,-178.8
2.93,1.58E-01,-178.1
2.94,1.58E-01,-177.5
2.95,1.57E-01,-176.9
2.96,1.57E-01,-176.2
2.97,1.57E-01,-175.6
2.98,1.56E-01,-175
2.99,1.56E-01,-174.4
3,1.56E-01,-173.7
3.01,1.55E-01,-173.1
3.02,1.55E-01,-172.5
3.03,1.54E-01,-171.9
3.04,1.54E-01,-171.3
3.05,1.54E-01,-170.8
3.06,1.53E-01,-170.2
3.07,1.53E-01,-169.6
3.08,1.53E-01,-169
3.09,1.52E-01,-168.4
3.1,1.52E-01,-167.9
3.11,1.52E-01,-167.3
3.12,1.51E-01,-166.7
3.13,1.51E-01,-166.2
3.14,1.51E-01,-165.6
3.15,1.50E-01,-165.1
3.16,1.50E-01,-164.5
3.17,1.50E-01,-164
3.18,1.49E-01,-163.5
3.19,1.49E-01,-162.9
3.2,1.49E-01,-162.4
3.21,1.48E-01,-161.9
3.22,1.48E-01,-161.3
3.23,1.48E-01,-160.8
3.24,1.47E-01,-160.3
3.25,1.47E-01,-159.8
3.26,1.47E-01,-159.3
3.27,1.46E-01,-158.8
3.28,1.46E-01,-158.3
3.29,1.46E-01,-157.8
3.3,1.45E-01,-157.3
3.31,1.45E-01,-156.8
3.32,1.45E-01,-156.3
3.33,1.44E-01,-155.8
3.34,1.44E-01,-155.3
3.35,1.44E-01,-154.8
3.36,1.43E-01,-154.4
3.37,1.43E-01,-153.9
3.38,1.43E-01,-153.4
3.39,1.42E-01,-153
3.4,1.42E-01,-152.5
3.41,1.42E-01,-152
3.42,1.41E-01,-151.6
3.43,1.41E-01,-151.1
3.44,1.41E-01,-150.7
3.45,1.40E-01,-150.2
3.46,1.40E-01,-149.8
3.47,1.40E-01,-149.3
3.48,1.39E-01,-148.9
3.49,1.39E-01,-148.4
3.5,1.39E-01,-148
3.51,1.38E-01,-147.6
3.52,1.38E-01,-147.1
3.53,1.38E-01,-146.7
3.54,1.37E-01,-146.3
3.55,1.37E-01,-145.8
3.56,1.37E-01,-145.4
3.57,1.36E-01,-145
3.58,1.36E-01,-144.6
3.59,1.36E-01,-144.2
3.6,1.35E-01,-143.8
3.61,1.35E-01,-143.3
3.62,1.35E-01,-142.9
3.63,1.34E-01,-142.5
3.64,1.34E-01,-142.1
3.65,1.34E-01,-141.7
3.66,1.34E-01,-141.3
3.67,1.33E-01,-140.9
3.68,1.33E-01,-140.5
3.69,1.33E-01,-140.2
3.7,1.32E-01,-139.8
3.71,1.32E-01,-139.4
3.72,1.32E-01,-139
3.73,1.31E-01,-138.6
3.74,1.31E-01,-138.2
3.75,1.31E-01,-137.9
3.76,1.30E-01,-137.5
3.77,1.30E-01,-137.1
3.78,1.30E-01,-136.7
3.79,1.29E-01,-136.4
3.8,1.29E-01,-136
3.81,1.29E-01,-135.6
3.82,1.29E-01,-135.3
3.83,1.28E-01,-134.9
3.84,1.28E-01,-134.6
3.85,1.28E-01,-134.2
3.86,1.27E-01,-133.8
3.87,1.27E-01,-133.5
3.88,1.27E-01,-133.1
3.89,1.26E-01,-132.8
3.9,1.26E-01,-132.4
3.91,1.26E-01,-132.1
3.92,1.26E-01,-131.7
3.93,1.25E-01,-131.4
3.94,1.25E-01,-131.1
3.95,1.25E-01,-130.7
3.96,1.24E-01,-130.4
3.97,1.24E-01,-130
3.98,1.24E-01,-129.7
3.99,1.23E-01,-129.4
4,1.23E-01,-129.1
4.01,1.23E-01,-128.7
4.02,1.23E-01,-128.4
4.03,1.22E-01,-128.1
4.04,1.22E-01,-127.7
4.05,1.22E-01,-127.4
4.06,1.21E-01,-127.1
4.07,1.21E-01,-126.8
4.08,1.21E-01,-126.5
4.09,1.21E-01,-126.2
4.1,1.20E-01,-125.8
4.11,1.20E-01,-125.5
4.12,1.20E-01,-125.2
4.13,1.19E-01,-124.9
4.14,1.19E-01,-124.6
4.15,1.19E-01,-124.3
4.16,1.19E-01,-124
4.17,1.18E-01,-123.7
4.18,1.18E-01,-123.4
4.19,1.18E-01,-123.1
4.2,1.17E-01,-122.8
4.21,1.17E-01,-122.5
4.22,1.17E-01,-122.2
4.23,1.17E-01,-121.9
4.24,1.16E-01,-121.6
4.25,1.16E-01,-121.3
4.26,1.16E-01,-121
4.27,1.15E-01,-120.7
4.28,1.15E-01,-120.5
4.29,1.15E-01,-120.2
4.3,1.15E-01,-119.9
4.31,1.14E-01,-119.6
4.32,1.14E-01,-119.3
4.33,1.14E-01,-119
4.34,1.14E-01,-118.8
4.35,1.13E-01,-118.5
4.36,1.13E-01,-118.2
4.37,1.13E-01,-117.9
4.38,1.12E-01,-117.7
4.39,1.12E-01,-117.4
4.4,1.12E-01,-117.1
4.41,1.12E-01,-116.9
4.42,1.11E-01,-116.6
4.43,1.11E-01,-116.3
4.44,1.11E-01,-116
4.45,1.11E-01,-115.8
4.46,1.10E-01,-115.5
4.47,1.10E-01,-115.3
4.48,1.10E-01,-115
4.49,1.10E-01,-114.7
4.5,1.09E-01,-114.5
4.51,1.09E-01,-114.2
4.52,1.09E-01,-114
4.53,1.09E-01,-113.7
4.54,1.08E-01,-113.5
4.55,1.08E-01,-113.2
4.56,1.08E-01,-113
4.57,1.08E-01,-112.7
4.58,1.07E-01,-112.5
4.59,1.07E-01,-112.2
4.6,1.07E-01,-112
4.61,1.07E-01,-111.7
4.62,1.06E-01,-111.5
4.63,1.06E-01,-111.2
4.64,1.06E-01,-111
4.65,1.06E-01,-110.7
4.66,1.05E-01,-110.5
4.67,1.05E-01,-110.3
4.68,1.05E-01,-110
4.69,1.05E-01,-109.8
4.7,1.04E-01,-109.5
4.71,1.04E-01,-109.3
4.72,1.04E-01,-109.1
4.73,1.04E-01,-108.8
4.74,1.03E-01,-108.6
4.75,1.03E-01,-108.4
4.76,1.03E-01,-108.1
4.77,1.03E-01,-107.9
4.78,1.02E-01,-107.7
4.79,1.02E-01,-107.5
4.8,1.02E-01,-107.2
4.81,1.02E-01,-107
4.82,1.01E-01,-106.8
4.83,1.01E-01,-106.6
4.84,1.01E-01,-106.3
4.85,1.01E-01,-106.1
4.86,1.00E-01,-105.9
4.87,1.00E-01,-105.7
4.88,9.99E-02,-105.5
4.89,9.96E-02,-105.2
4.9,9.94E-02,-105
4.91,9.92E-02,-104.8
4.92,9.89E-02,-104.6
4.93,9.87E-02,-104.4
4.94,9.85E-02,-104.2
4.95,9.82E-02,-103.9
4.96,9.80E-02,-103.7
4.97,9.78E-02,-103.5
4.98,9.75E-02,-103.3
4.99,9.73E-02,-103.1
5,9.71E-02,-102.9
5.01,9.69E-02,-102.7
5.02,9.66E-02,-102.5
5.03,9.64E-02,-102.3
5.04,9.62E-02,-102.1
5.05,9.60E-02,-101.9
5.06,9.57E-02,-101.7
5.07,9.55E-02,-101.5
5.08,9.53E-02,-101.3
5.09,9.51E-02,-101.1
5.1,9.48E-02,-100.9
5.11,9.46E-02,-100.7
5.12,9.44E-02,-100.5
5.13,9.42E-02,-100.3
5.14,9.40E-02,-100.1
5.15,9.37E-02,-99.87
5.16,9.35E-02,-99.67
5.17,9.33E-02,-99.48
5.18,9.31E-02,-99.28
5.19,9.29E-02,-99.09
5.2,9.26E-02,-98.9
5.21,9.24E-02,-98.7
5.22,9.22E-02,-98.51
5.23,9.20E-02,-98.32
5.24,9.18E-02,-98.13
5.25,9.16E-02,-97.95
5.26,9.14E-02,-97.76
5.27,9.11E-02,-97.57
5.28,9.09E-02,-97.38
5.29,9.07E-02,-97.2
5.3,9.05E-02,-97.01
5.31,9.03E-02,-96.83
5.32,9.01E-02,-96.64
5.33,8.99E-02,-96.46
5.34,8.97E-02,-96.28
5.35,8.95E-02,-96.1
5.36,8.93E-02,-95.92
5.37,8.91E-02,-95.74
5.38,8.89E-02,-95.56
5.39,8.86E-02,-95.38
5.4,8.84E-02,-95.2
5.41,8.82E-02,-95.02
5.42,8.80E-02,-94.85
5.43,8.78E-02,-94.67
5.44,8.76E-02,-94.49
5.45,8.74E-02,-94.32
5.46,8.72E-02,-94.15
5.47,8.70E-02,-93.97
5.48,8.68E-02,-93.8
5.49,8.66E-02,-93.63
5.5,8.64E-02,-93.45
5.51,8.62E-02,-93.28
5.52,8.60E-02,-93.11
5.53,8.58E-02,-92.94
5.54,8.56E-02,-92.77
5.55,8.54E-02,-92.61
5.56,8.52E-02,-92.44
5.57,8.50E-02,-92.27
5.58,8.49E-02,-92.1
5.59,8.47E-02,-91.94
5.6,8.45E-02,-91.77
5.61,8.43E-02,-91.61
5.62,8.41E-02,-91.44
5.63,8.39E-02,-91.28
5.64,8.37E-02,-91.12
5.65,8.35E-02,-90.95
5.66,8.33E-02,-90.79
5.67,8.31E-02,-90.63
5.68,8.29E-02,-90.47
5.69,8.27E-02,-90.31
5.7,8.26E-02,-90.15
5.71,8.24E-02,-89.99
5.72,8.22E-02,-89.83
5.73,8.20E-02,-89.67
5.74,8.18E-02,-89.52
5.75,8.16E-02,-89.36
5.76,8.14E-02,-89.2
5.77,8.13E-02,-89.05
5.78,8.11E-02,-88.89
5.79,8.09E-02,-88.74
5.8,8.07E-02,-88.58
5.81,8.05E-02,-88.43
5.82,8.03E-02,-88.28
5.83,8.02E-02,-88.13
5.84,8.00E-02,-87.97
5.85,7.98E-02,-87.82
5.86,7.96E-02,-87.67
5.87,7.94E-02,-87.52
5.88,7.93E-02,-87.37
5.89,7.91E-02,-87.22
5.9,7.89E-02,-87.07
5.91,7.87E-02,-86.92
5.92,7.85E-02,-86.78
5.93,7.84E-02,-86.63
5.94,7.82E-02,-86.48
5.95,7.80E-02,-86.34
5.96,7.78E-02,-86.19
5.97,7.77E-02,-86.04
5.98,7.75E-02,-85.9
5.99,7.73E-02,-85.76
6,7.71E-02,-85.61
6.01,7.70E-02,-85.47
6.02,7.68E-02,-85.32
6.03,7.66E-02,-85.18
6.04,7.65E-02,-85.04
6.05,7.63E-02,-84.9
6.06,7.61E-02,-84.76
6.07,7.59E-02,-84.62
6.08,7.58E-02,-84.48
6.09,7.56E-02,-84.34
6.1,7.54E-02,-84.2
6.11,7.53E-02,-84.06
6.12,7.51E-02,-83.92
6.13,7.49E-02,-83.78
6.14,7.48E-02,-83.65
6.15,7.46E-02,-83.51
6.16,7.44E-02,-83.37
6.17,7.43E-02,-83.24
6.18,7.41E-02,-83.1
6.19,7.39E-02,-82.97
6.2,7.38E-02,-82.83
6.21,7.36E-02,-82.7
6.22,7.35E-02,-82.56
6.23,7.33E-02,-82.43
6.24,7.31E-02,-82.3
6.25,7.30E-02,-82.17
6.26,7.28E-02,-82.03
6.27,7.27E-02,-81.9
6.28,7.25E-02,-81.77
6.29,7.23E-02,-81.64
6.3,7.22E-02,-81.51
6.31,7.20E-02,-81.38
6.32,7.19E-02,-81.25
6.33,7.17E-02,-81.12
6.34,7.15E-02,-80.99
6.35,7.14E-02,-80.86
6.36,7.12E-02,-80.74
6.37,7.11E-02,-80.61
6.38,7.09E-02,-80.48
6.39,7.08E-02,-80.36
6.4,7.06E-02,-80.23
6.41,7.05E-02,-80.1
6.42,7.03E-02,-79.98
6.43,7.01E-02,-79.85
6.44,7.00E-02,-79.73
6.45,6.98E-02,-79.6
6.46,6.97E-02,-79.48
6.47,6.95E-02,-79.36
6.48,6.94E-02,-79.23
6.49,6.92E-02,-79.11
6.5,6.91E-02,-78.99
6.51,6.89E-02,-78.87
6.52,6.88E-02,-78.74
6.53,6.86E-02,-78.62
6.54,6.85E-02,-78.5
6.55,6.83E-02,-78.38
6.56,6.82E-02,-78.26
6.57,6.80E-02,-78.14
6.58,6.79E-02,-78.02
6.59,6.78E-02,-77.9
6.6,6.76E-02,-77.78
6.61,6.75E-02,-77.67
6.62,6.73E-02,-77.55
6.63,6.72E-02,-77.43
6.64,6.70E-02,-77.31
6.65,6.69E-02,-77.2
6.66,6.67E-02,-77.08
6.67,6.66E-02,-76.96
6.68,6.64E-02,-76.85
6.69,6.63E-02,-76.73
6.7,6.62E-02,-76.62
6.71,6.60E-02,-76.5
6.72,6.59E-02,-76.39
6.73,6.57E-02,-76.27
6.74,6.56E-02,-76.16
6.75,6.55E-02,-76.05
6.76,6.53E-02,-75.93
6.77,6.52E-02,-75.82
6.78,6.50E-02,-75.71
6.79,6.49E-02,-75.6
6.8,6.48E-02,-75.49
6.81,6.46E-02,-75.37
6.82,6.45E-02,-75.26
6.83,6.44E-02,-75.15
6.84,6.42E-02,-75.04
6.85,6.41E-02,-74.93
6.86,6.39E-02,-74.82
6.87,6.38E-02,-74.71
6.88,6.37E-02,-74.6
6.89,6.35E-02,-74.5
6.9,6.34E-02,-74.39
6.91,6.33E-02,-74.28
6.92,6.31E-02,-74.17
6.93,6.30E-02,-74.06
6.94,6.29E-02,-73.96
6.95,6.27E-02,-73.85
6.96,6.26E-02,-73.74
6.97,6.25E-02,-73.64
6.98,6.23E-02,-73.53
6.99,6.22E-02,-73.42
7,6.21E-02,-73.32
7.01,6.19E-02,-73.21
7.02,6.18E-02,-73.11
7.03,6.17E-02,-73.01
7.04,6.16E-02,-72.9
7.05,6.14E-02,-72.8
7.06,6.13E-02,-72.69
7.07,6.12E-02,-72.59
7.08,6.10E-02,-72.49
7.09,6.09E-02,-72.38
7.1,6.08E-02,-72.28
7.11,6.07E-02,-72.18
7.12,6.05E-02,-72.08
7.13,6.04E-02,-71.98
7.14,6.03E-02,-71.88
7.15,6.02E-02,-71.77
7.16,6.00E-02,-71.67
7.17,5.99E-02,-71.57
7.18,5.98E-02,-71.47
7.19,5.97E-02,-71.37
7.2,5.95E-02,-71.27
7.21,5.94E-02,-71.18
7.22,5.93E-02,-71.08
7.23,5.92E-02,-70.98
7.24,5.90E-02,-70.88
7.25,5.89E-02,-70.78
7.26,5.88E-02,-70.68
7.27,5.87E-02,-70.59
7.28,5.86E-02,-70.49
7.29,5.84E-02,-70.39
7.3,5.83E-02,-70.29
7.31,5.82E-02,-70.2
7.32,5.81E-02,-70.1
7.33,5.80E-02,-70.01
7.34,5.78E-02,-69.91
7.35,5.77E-02,-69.81
7.36,5.76E-02,-69.72
7.37,5.75E-02,-69.62
7.38,5.74E-02,-69.53
7.39,5.73E-02,-69.43
7.4,5.71E-02,-69.34
7.41,5.70E-02,-69.25
7.42,5.69E-02,-69.15
7.43,5.68E-02,-69.06
7.44,5.67E-02,-68.97
7.45,5.66E-02,-68.87
7.46,5.64E-02,-68.78
7.47,5.63E-02,-68.69
7.48,5.62E-02,-68.6
7.49,5.61E-02,-68.5
7.5,5.60E-02,-68.41
7.51,5.59E-02,-68.32
7.52,5.58E-02,-68.23
7.53,5.56E-02,-68.14
7.54,5.55E-02,-68.05
7.55,5.54E-02,-67.96
7.56,5.53E-02,-67.87
7.57,5.52E-02,-67.78
7.58,5.51E-02,-67.69
7.59,5.50E-02,-67.6
7.6,5.49E-02,-67.51
7.61,5.47E-02,-67.42
7.62,5.46E-02,-67.33
7.63,5.45E-02,-67.24
7.64,5.44E-02,-67.15
7.65,5.43E-02,-67.07
7.66,5.42E-02,-66.98
7.67,5.41E-02,-66.89
7.68,5.40E-02,-66.8
7.69,5.39E-02,-66.72
7.7,5.38E-02,-66.63
7.71,5.37E-02,-66.54
7.72,5.36E-02,-66.46
7.73,5.34E-02,-66.37
7.74,5.33E-02,-66.28
7.75,5.32E-02,-66.2
7.76,5.31E-02,-66.11
7.77,5.30E-02,-66.03
7.78,5.29E-02,-65.94
7.79,5.28E-02,-65.86
7.8,5.27E-02,-65.77
7.81,5.26E-02,-65.69
7.82,5.25E-02,-65.6
7.83,5.24E-02,-65.52
7.84,5.23E-02,-65.44
7.85,5.22E-02,-65.35
7.86,5.21E-02,-65.27
7.87,5.20E-02,-65.19
7.88,5.19E-02,-65.1
7.89,5.18E-02,-65.02
7.9,5.17E-02,-64.94
7.91,5.16E-02,-64.85
7.92,5.15E-02,-64.77
7.93,5.14E-02,-64.69
7.94,5.13E-02,-64.61
7.95,5.12E-02,-64.53
7.96,5.11E-02,-64.45
7.97,5.10E-02,-64.36
7.98,5.09E-02,-64.28
7.99,5.08E-02,-64.2
8,5.07E-02,-64.12
8.01,5.06E-02,-64.04
8.02,5.05E-02,-63.96
8.03,5.04E-02,-63.88
8.04,5.03E-02,-63.8
8.05,5.02E-02,-63.72
8.06,5.01E-02,-63.64
8.07,5.00E-02,-63.56
8.08,4.99E-02,-63.49
8.09,4.98E-02,-63.41
8.1,4.97E-02,-63.33
8.11,4.96E-02,-63.25
8.12,4.95E-02,-63.17
8.13,4.94E-02,-63.09
8.14,4.93E-02,-63.02
8.15,4.92E-02,-62.94
8.16,4.91E-02,-62.86
8.17,4.90E-02,-62.78
8.18,4.89E-02,-62.71
8.19,4.88E-02,-62.63
8.2,4.87E-02,-62.55
8.21,4.86E-02,-62.48
8.22,4.85E-02,-62.4
8.23,4.84E-02,-62.33
8.24,4.84E-02,-62.25
8.25,4.83E-02,-62.17
8.26,4.82E-02,-62.1
8.27,4.81E-02,-62.02
8.28,4.80E-02,-61.95
8.29,4.79E-02,-61.87
8.3,4.78E-02,-61.8
8.31,4.77E-02,-61.72
8.32,4.76E-02,-61.65
8.33,4.75E-02,-61.58
8.34,4.74E-02,-61.5
8.35,4.73E-02,-61.43
8.36,4.73E-02,-61.35
8.37,4.72E-02,-61.28
8.38,4.71E-02,-61.21
8.39,4.70E-02,-61.13
8.4,4.69E-02,-61.06
8.41,4.68E-02,-60.99
8.42,4.67E-02,-60.92
8.43,4.66E-02,-60.84
8.44,4.65E-02,-60.77
8.45,4.64E-02,-60.7
8.46,4.64E-02,-60.63
8.47,4.63E-02,-60.55
8.48,4.62E-02,-60.48
8.49,4.61E-02,-60.41
8.5,4.60E-02,-60.34
8.51,4.59E-02,-60.27
8.52,4.58E-02,-60.2
8.53,4.58E-02,-60.13
8.54,4.57E-02,-60.06
8.55,4.56E-02,-59.99
8.56,4.55E-02,-59.92
8.57,4.54E-02,-59.85
8.58,4.53E-02,-59.78
8.59,4.52E-02,-59.71
8.6,4.52E-02,-59.64
8.61,4.51E-02,-59.57
8.62,4.50E-02,-59.5
8.63,4.49E-02,-59.43
8.64,4.48E-02,-59.36
8.65,4.47E-02,-59.29
8.66,4.46E-02,-59.22
8.67,4.46E-02,-59.15
8.68,4.45E-02,-59.09
8.69,4.44E-02,-59.02
8.7,4.43E-02,-58.95
8.71,4.42E-02,-58.88
8.72,4.41E-02,-58.81
8.73,4.41E-02,-58.75
8.74,4.40E-02,-58.68
8.75,4.39E-02,-58.61
8.76,4.38E-02,-58.54
8.77,4.37E-02,-58.48
8.78,4.37E-02,-58.41
8.79,4.36E-02,-58.34
8.8,4.35E-02,-58.28
8.81,4.34E-02,-58.21
8.82,4.33E-02,-58.15
8.83,4.33E-02,-58.08
8.84,4.32E-02,-58.01
8.85,4.31E-02,-57.95
8.86,4.30E-02,-57.88
8.87,4.29E-02,-57.82
8.88,4.29E-02,-57.75
8.89,4.28E-02,-57.69
8.9,4.27E-02,-57.62
8.91,4.26E-02,-57.56
8.92,4.25E-02,-57.49
8.93,4.25E-02,-57.43
8.94,4.24E-02,-57.36
8.95,4.23E-02,-57.3
8.96,4.22E-02,-57.24
8.97,4.22E-02,-57.17
8.98,4.21E-02,-57.11
8.99,4.20E-02,-57.04
9,4.19E-02,-56.98
9.01,4.19E-02,-56.92
9.02,4.18E-02,-56.85
9.03,4.17E-02,-56.79
9.04,4.16E-02,-56.73
9.05,4.15E-02,-56.66
9.06,4.15E-02,-56.6
9.07,4.14E-02,-56.54
9.08,4.13E-02,-56.48
9.09,4.12E-02,-56.41
9.1,4.12E-02,-56.35
9.11,4.11E-02,-56.29
9.12,4.10E-02,-56.23
9.13,4.09E-02,-56.17
9.14,4.09E-02,-56.11
9.15,4.08E-02,-56.04
9.16,4.07E-02,-55.98
9.17,4.07E-02,-55.92
9.18,4.06E-02,-55.86
9.19,4.05E-02,-55.8
9.2,4.04E-02,-55.74
9.21,4.04E-02,-55.68
9.22,4.03E-02,-55.62
9.23,4.02E-02,-55.56
9.24,4.01E-02,-55.5
9.25,4.01E-02,-55.44
9.26,4.00E-02,-55.38
9.27,3.99E-02,-55.32
9.28,3.99E-02,-55.26
9.29,3.98E-02,-55.2
9.3,3.97E-02,-55.14
9.31,3.96E-02,-55.08
9.32,3.96E-02,-55.02
9.33,3.95E-02,-54.96
9.34,3.94E-02,-54.9
9.35,3.94E-02,-54.84
9.36,3.93E-02,-54.78
9.37,3.92E-02,-54.73
9.38,3.92E-02,-54.67
9.39,3.91E-02,-54.61
9.4,3.90E-02,-54.55
9.41,3.89E-02,-54.49
9.42,3.89E-02,-54.43
9.43,3.88E-02,-54.38
9.44,3.87E-02,-54.32
9.45,3.87E-02,-54.26
9.46,3.86E-02,-54.2
9.47,3.85E-02,-54.15
9.48,3.85E-02,-54.09
9.49,3.84E-02,-54.03
9.5,3.83E-02,-53.97
9.51,3.83E-02,-53.92
9.52,3.82E-02,-53.86
9.53,3.81E-02,-53.8
9.54,3.81E-02,-53.75
9.55,3.80E-02,-53.69
9.56,3.79E-02,-53.64
9.57,3.79E-02,-53.58
9.58,3.78E-02,-53.52
9.59,3.77E-02,-53.47
9.6,3.77E-02,-53.41
9.61,3.76E-02,-53.36
9.62,3.75E-02,-53.3
9.63,3.75E-02,-53.24
9.64,3.74E-02,-53.19
9.65,3.73E-02,-53.13
9.66,3.73E-02,-53.08
9.67,3.72E-02,-53.02
9.68,3.71E-02,-52.97
9.69,3.71E-02,-52.91
9.7,3.70E-02,-52.86
9.71,3.69E-02,-52.81
9.72,3.69E-02,-52.75
9.73,3.68E-02,-52.7
9.74,3.68E-02,-52.64
9.75,3.67E-02,-52.59
9.76,3.66E-02,-52.53
9.77,3.66E-02,-52.48
9.78,3.65E-02,-52.43
9.79,3.64E-02,-52.37
9.8,3.64E-02,-52.32
9.81,3.63E-02,-52.27
9.82,3.63E-02,-52.21
9.83,3.62E-02,-52.16
9.84,3.61E-02,-52.11
9.85,3.61E-02,-52.05
9.86,3.60E-02,-52
9.87,3.59E-02,-51.95
9.88,3.59E-02,-51.9
9.89,3.58E-02,-51.84
9.9,3.58E-02,-51.79
9.91,3.57E-02,-51.74
9.92,3.56E-02,-51.69
9.93,3.56E-02,-51.63
9.94,3.55E-02,-51.58
9.95,3.55E-02,-51.53
9.96,3.54E-02,-51.48
9.97,3.53E-02,-51.43
9.98,3.53E-02,-51.37
9.99,3.52E-02,-51.32
10,3.52E-02,-51.27
10.01,3.51E-02,-51.22
10.02,3.50E-02,-51.17
10.03,3.50E-02,-51.12
10.04,3.49E-02,-51.07
10.05,3.49E-02,-51.02
10.06,3.48E-02,-50.96
10.07,3.47E-02,-50.91
10.08,3.47E-02,-50.86
10.09,3.46E-02,-50.81
10.1,3.46E-02,-50.76
10.11,3.45E-02,-50.71
10.12,3.44E-02,-50.66
10.13,3.44E-02,-50.61
10.14,3.43E-02,-50.56
10.15,3.43E-02,-50.51
10.16,3.42E-02,-50.46
10.17,3.42E-02,-50.41
10.18,3.41E-02,-50.36
10.19,3.40E-02,-50.31
10.2,3.40E-02,-50.26
10.21,3.39E-02,-50.21
10.22,3.39E-02,-50.17
10.23,3.38E-02,-50.12
10.24,3.38E-02,-50.07
10.25,3.37E-02,-50.02
10.26,3.36E-02,-49.97
10.27,3.36E-02,-49.92
10.28,3.35E-02,-49.87
10.29,3.35E-02,-49.82
10.3,3.34E-02,-49.78
10.31,3.34E-02,-49.73
10.32,3.33E-02,-49.68
10.33,3.33E-02,-49.63
10.34,3.32E-02,-49.58
10.35,3.31E-02,-49.53
10.36,3.31E-02,-49.49
10.37,3.30E-02,-49.44
10.38,3.30E-02,-49.39
10.39,3.29E-02,-49.34
10.4,3.29E-02,-49.3
10.41,3.28E-02,-49.25
10.42,3.28E-02,-49.2
10.43,3.27E-02,-49.15
10.44,3.27E-02,-49.11
10.45,3.26E-02,-49.06
10.46,3.25E-02,-49.01
10.47,3.25E-02,-48.97
10.48,3.24E-02,-48.92
10.49,3.24E-02,-48.87
10.5,3.23E-02,-48.83
10.51,3.23E-02,-48.78
10.52,3.22E-02,-48.73
10.53,3.22E-02,-48.69
10.54,3.21E-02,-48.64
10.55,3.21E-02,-48.59
10.56,3.20E-02,-48.55
10.57,3.20E-02,-48.5
10.58,3.19E-02,-48.46
10.59,3.19E-02,-48.41
10.6,3.18E-02,-48.36
10.61,3.18E-02,-48.32
10.62,3.17E-02,-48.27
10.63,3.17E-02,-48.23
10.64,3.16E-02,-48.18
10.65,3.16E-02,-48.14
10.66,3.15E-02,-48.09
10.67,3.14E-02,-48.05
10.68,3.14E-02,-48
10.69,3.13E-02,-47.96
10.7,3.13E-02,-47.91
10.71,3.12E-02,-47.87
10.72,3.12E-02,-47.82
10.73,3.11E-02,-47.78
10.74,3.11E-02,-47.73
10.75,3.10E-02,-47.69
10.76,3.10E-02,-47.64
10.77,3.09E-02,-47.6
10.78,3.09E-02,-47.56
10.79,3.08E-02,-47.51
10.8,3.08E-02,-47.47
10.81,3.07E-02,-47.42
10.82,3.07E-02,-47.38
10.83,3.06E-02,-47.34
10.84,3.06E-02,-47.29
10.85,3.05E-02,-47.25
10.86,3.05E-02,-47.21
10.87,3.05E-02,-47.16
10.88,3.04E-02,-47.12
10.89,3.04E-02,-47.07
10.9,3.03E-02,-47.03
10.91,3.03E-02,-46.99
10.92,3.02E-02,-46.95
10.93,3.02E-02,-46.9
10.94,3.01E-02,-46.86
10.95,3.01E-02,-46.82
10.96,3.00E-02,-46.77
10.97,3.00E-02,-46.73
10.98,2.99E-02,-46.69
10.99,2.99E-02,-46.65
11,2.98E-02,-46.6
11.01,2.98E-02,-46.56
11.02,2.97E-02,-46.52
11.03,2.97E-02,-46.48
11.04,2.96E-02,-46.43
11.05,2.96E-02,-46.39
11.06,2.95E-02,-46.35
11.07,2.95E-02,-46.31
11.08,2.95E-02,-46.27
11.09,2.94E-02,-46.22
11.1,2.94E-02,-46.18
11.11,2.93E-02,-46.14
11.12,2.93E-02,-46.1
